"chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","region","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","corners_and_indirect_freekicks_order","corners_and_indirect_freekicks_text","direct_freekicks_order","direct_freekicks_text","penalties_order","penalties_text","expected_goals_per_90","saves_per_90","expected_assists_per_90","expected_goal_involvements_per_90","expected_goals_conceded_per_90","goals_conceded_per_90","now_cost_rank","now_cost_rank_type","form_rank","form_rank_type","points_per_game_rank","points_per_game_rank_type","selected_rank","selected_rank_type","starts_per_90","clean_sheets_per_90"
100,100,245824,0,0,0,0,0,4,"0.0","0.0",0,"Carlos Vinícius","0.0",258,FALSE,"","2024-09-13T15:30:06.747794Z",50,"245824.jpg","0.0","Alves Morais","0.3",FALSE,,"a",9,54,0,32627,931,70351,1161,"0.0","0.0","Vinicius",30,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",647,62,645,61,642,62,648,62,,"",,"",,"",0,0,0,0,0,0,216,46,624,61,648,63,305,48,0,0
,,153682,0,0,-3,3,1,3,"6.7","6.7",6,"Harry","6.7",259,FALSE,"",,52,"153682.jpg","3.3","Wilson","0.4",FALSE,,"a",9,54,23,31464,16646,17219,1952,"1.3","4.4","Wilson",244,73,3,0,0,2,0,0,0,2,0,0,3,82,"101.6","10.4","72.0","18.2",0,"0.75","0.05","0.80","2.19",209,83,342,194,153,95,246,121,3,"",3,"",,"",0.92,0,0.06,0.98,2.7,2.47,165,100,9,4,93,39,286,92,0,0
,,184349,0,0,-3,3,0,2,"0.0","0.0",0,"Ryan","0.0",579,FALSE,"",,42,"184349.jpg","0.0","Sessegnon","0.1",FALSE,,"a",9,54,0,3471,188,13796,317,"0.0","0.0","Sessegnon",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",519,195,505,194,473,183,522,195,,"",,"",,"",0,0,0,0,0,0,573,153,443,175,525,193,422,153,0,0
100,100,246301,0,0,-1,1,0,2,"0.3","0.3",0,"Jorge","0.3",586,FALSE,"","2024-10-04T00:00:05.950041Z",44,"246301.jpg","1.0","Cuenca Barreno","0.0",FALSE,,"a",9,54,1,957,38,4347,59,"0.1","0.2","J.Cuenca",200,1,0,0,0,1,0,0,0,0,0,0,0,1,"4.2","0.0","0.0","0.4",0,"0.00","0.00","0.00","0.37",418,144,540,211,516,206,435,149,,"",,"",,"",0,0,0,0,33.3,90,514,113,320,108,365,131,531,188,0,0
,,577725,0,0,0,0,0,3,"0.0","0.0",0,"Josh","0.0",604,FALSE,"",,45,"577725.jpg","0.0","King","0.1",FALSE,,"a",9,54,0,10825,160,9984,358,"0.0","0.0","King",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",620,275,619,280,601,271,623,278,,"",,"",,"",0,0,0,0,0,0,467,289,573,237,625,280,452,166,0,0
,,573062,0,0,0,0,0,3,"0.0","0.0",0,"Martial","0.0",605,FALSE,"",,45,"573062.jpg","0.0","Godo","0.0",FALSE,,"a",9,54,0,3861,72,3751,128,"0.0","0.0","Godo",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",615,273,614,278,596,269,618,276,,"",,"",,"",0,0,0,0,0,0,461,287,568,235,620,278,546,219,0,0
,,207189,0,0,0,0,0,3,"2.3","2.3",3,"Sander","2.3",622,FALSE,"",,50,"207189.jpg","1.7","Berge","0.0",FALSE,,"a",9,54,15,2593,164,1724,100,"0.5","3.0","Berge",161,521,0,0,1,9,0,0,0,0,0,0,0,87,"103.0","118.8","4.0","22.5",5,"0.00","0.25","0.25","7.87",208,82,116,85,358,197,217,111,,"",,"",,"",0,0,0.04,0.04,1.36,1.55,204,128,139,57,275,125,589,251,0.86,0.17
100,100,462387,0,0,-2,2,0,4,"0.0","-0.5",0,"Ali","0.0",260,FALSE,"","2024-10-05T09:30:06.031534Z",48,"462387.jpg","0.3","Al-Hamadi","0.3",FALSE,,"a",10,40,1,38625,1023,53151,1516,"0.0","0.2","Al-Hamadi",103,32,0,0,0,1,0,0,0,2,0,0,0,0,"4.0","11.5","4.0","2.0",0,"0.00","0.02","0.02","0.66",423,41,332,36,355,42,402,42,,"",,"",2,"",0,0,0.06,0.06,1.86,2.81,321,61,595,56,448,46,312,50,0,0
0,0,517178,0,0,0,0,0,2,"0.0","0.0",0,"Elkan","0.0",261,FALSE,"Season long loan to Blackpool","2024-08-07T08:20:38.133494Z",40,"517178.jpg","0.0","Baggott","0.0",FALSE,,"u",10,40,0,0,0,2403,39,"0.0","0.0","Baggott",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",507,183,493,182,457,167,510,183,,"",,"",,"",0,0,0,0,0,0,653,199,428,160,512,180,602,203,0,0
75,100,173818,0,0,-1,1,0,3,"0.0","-0.5",0,"Nathan","0.0",262,FALSE,"Groin Injury - 75% chance of playing","2024-11-13T14:30:07.893005Z",49,"173818.jpg","0.0","Broadhead","0.0",FALSE,,"d",10,40,0,710,25,1386,46,"0.0","0.0","Broadhead",244,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",638,286,634,288,626,283,639,287,,"",1,"",3,"",0,0,0,0,0,0,258,166,605,258,640,288,637,282,0,0
,,122411,0,0,-1,1,0,2,"1.3","0.8",2,"Cameron","1.3",263,FALSE,"",,39,"122411.jpg","1.2","Burgess","1.7",FALSE,,"a",10,40,5,184649,25993,55297,6119,"0.3","1.3","Burgess",13,360,0,0,0,8,0,0,0,0,0,0,0,28,"85.2","16.7","42.0","14.5",4,"0.19","0.06","0.25","9.22",237,88,308,97,210,54,278,91,,"",,"",,"",0.05,0,0.02,0.07,2.3,2,669,215,197,59,325,105,151,54,1,0
75,100,149929,0,0,-1,1,0,3,"0.5","0.2",0,"Wes","0.7",264,FALSE,"Knock - 75% chance of playing","2024-11-13T14:30:07.906131Z",49,"149929.jpg","1.2","Burns","0.0",FALSE,,"d",10,40,10,2006,28,8144,174,"0.1","2.0","Burns",244,406,0,0,0,12,0,0,0,1,0,0,0,54,"28.4","61.4","25.0","10.7",5,"0.23","0.58","0.81","13.89",338,158,199,122,250,141,303,150,,"",,"",,"",0.05,0,0.13,0.18,3.08,2.66,253,161,294,141,330,160,542,216,1.11,0
,,196411,-1,1,-4,4,0,3,"2.3","1.8",0,"Conor","2.3",265,FALSE,"",,51,"196411.jpg","1.7","Chaplin","0.1",FALSE,,"a",10,40,15,4310,141,19836,339,"0.5","2.9","Chaplin",241,275,0,1,1,4,0,0,0,1,0,0,0,58,"37.8","62.6","30.0","12.6",3,"0.31","0.21","0.52","6.45",326,150,196,119,236,134,286,140,,"",,"",,"",0.1,0,0.07,0.17,2.11,1.31,179,111,141,59,276,126,436,158,0.98,0.33
100,100,232228,0,0,0,0,0,2,"-1.7","-2.2",0,"Harry","-1.7",266,FALSE,"","2024-10-26T20:00:07.408041Z",40,"232228.jpg","-2.0","Clarke","0.0",FALSE,,"a",10,40,-4,3779,335,3967,188,"-0.4","-1.0","H.Clarke",241,95,0,0,0,4,1,0,0,0,1,0,0,-21,"1.6","4.4","0.0","0.5",1,"0.00","0.04","0.04","3.82",438,150,371,124,423,148,434,148,,"",,"",,"",0,0,0.04,0.04,3.62,3.79,617,178,678,223,678,223,527,187,0.95,0
,,455084,0,0,0,0,2,2,"4.3","3.8",1,"Leif","4.3",267,FALSE,"",,45,"455084.jpg","2.9","Davis","2.3",FALSE,,"a",10,40,32,232074,7531,172859,5913,"1.0","7.1","Davis",241,990,1,2,1,22,0,0,0,2,0,0,5,127,"230.2","375.6","67.0","67.4",11,"0.59","2.12","2.71","24.92",60,18,7,1,160,32,32,3,1,"",4,"",,"",0.05,0,0.19,0.24,2.27,2,401,78,36,11,130,35,126,47,1,0.09
,,463034,0,0,1,-1,1,4,"6.0","5.5",11,"Liam","6.0",268,FALSE,"",,56,"463034.jpg","4.6","Delap","4.6",FALSE,,"a",10,40,51,856861,40029,426322,26549,"1.1","9.1","Delap",241,775,6,1,1,17,0,0,0,3,0,0,7,203,"234.8","97.5","225.0","55.4",10,"2.51","0.13","2.64","17.75",58,7,140,14,33,15,53,12,,"",,"",,"",0.29,0,0.02,0.31,2.06,1.97,108,33,16,7,26,11,75,14,1.16,0.12
0,0,214964,0,0,0,0,0,2,"0.0","0.0",0,"George","0.0",269,FALSE,"Loaned to Middlesbrough","2024-08-31T08:22:49.668219Z",40,"214964.jpg","1.0","Edmundson","0.1",FALSE,,"u",10,40,1,2076,0,12881,150,"0.0","0.2","Edmundson",,1,0,0,0,0,0,0,0,0,0,0,0,3,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",473,165,458,164,419,146,476,165,,"",,"",,"",0,0,0,0,0,0,610,173,390,139,350,119,461,167,0,0
75,0,449429,0,0,0,0,0,2,"0.0","0.0",0,"Jacob","0.0",270,FALSE,"Hamstring injury - 75% chance of playing","2024-10-19T23:00:05.640259Z",40,"449429.jpg","1.6","Greaves","4.0",FALSE,,"d",10,40,11,694083,1472,340755,11196,"0.0","2.8","Greaves",241,630,0,0,1,14,0,0,0,1,0,0,0,53,"154.8","4.7","55.0","21.5",7,"0.42","0.01","0.43","15.70",136,55,368,122,185,41,233,72,,"",,"",,"",0.06,0,0,0.06,2.24,2,630,185,406,147,281,91,85,33,1,0.14
0,0,167191,0,0,-1,1,0,3,"0.0","0.0",0,"Marcus","0.0",271,FALSE,"Loaned to Derby County","2024-08-31T08:21:56.022360Z",49,"167191.jpg","1.0","Myers-Harness","0.0",FALSE,,"u",10,40,2,347,0,2296,8,"0.0","0.4","Harness",,43,0,0,0,2,0,0,0,0,0,0,0,4,"9.4","1.9","6.0","1.7",0,"0.00","0.05","0.05","1.36",393,191,389,209,343,187,409,203,,"",,"",,"",0,0,0.1,0.1,2.85,4.19,256,164,603,256,396,194,638,283,0,0
100,100,222625,0,0,-1,1,1,4,"4.0","3.5",1,"George","4.0",272,FALSE,"","2024-08-12T14:30:04.606990Z",54,"222625.jpg","2.1","Hirst","0.1",FALSE,,"a",10,40,17,9596,382,7529,637,"0.7","3.1","Hirst",241,174,1,1,0,4,0,0,0,1,0,0,2,56,"60.2","37.0","68.0","16.7",1,"0.77","0.10","0.87","6.50",281,28,255,28,158,30,258,30,,"",,"",1,"",0.4,0,0.05,0.45,3.36,2.07,135,39,54,12,216,26,513,66,0.52,0
0,0,524180,0,0,0,0,0,3,"0.0","0.0",0,"Cameron","0.0",273,FALSE,"Loaned to Wycombe","2024-08-23T12:39:48.370081Z",45,"524180.jpg","0.0","Humphreys","0.0",FALSE,,"u",10,40,0,651,0,4682,54,"0.0","0.0","Humphreys",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",599,260,598,265,580,256,602,263,,"",,"",,"",0,0,0,0,0,0,444,273,552,222,605,266,608,263,0,0
75,100,503301,0,0,-3,3,0,3,"1.0","0.8",1,"Omari","1.3",274,FALSE,"Knock - 75% chance of playing","2024-11-20T14:00:07.757189Z",52,"503301.jpg","2.2","Giraud-Hutchinson","0.3",FALSE,,"d",10,40,22,23360,354,53347,1290,"0.2","4.2","Hutchinson",241,874,0,1,2,17,0,0,0,4,0,0,1,84,"88.8","151.8","133.0","37.5",10,"0.69","0.98","1.67","19.32",232,101,74,57,84,51,113,69,,"",3,"",,"",0.07,0,0.1,0.17,1.99,1.75,173,106,220,102,205,89,322,109,1.03,0.21
100,100,222018,0,0,0,0,0,2,"1.0","0.5",1,"Ben","1.0",275,FALSE,"","2024-10-19T23:00:05.652625Z",40,"222018.jpg","1.2","Johnson","2.1",FALSE,,"a",10,40,7,197085,1683,343395,7148,"0.2","1.8","Johnson",241,401,0,1,0,12,0,0,0,1,0,0,0,14,"96.8","44.6","9.0","15.1",4,"0.04","0.24","0.28","12.80",220,84,239,67,318,104,268,88,,"",,"",,"",0.01,0,0.05,0.06,2.87,2.69,614,177,236,73,327,107,135,48,0.9,0
0,0,94926,0,0,0,0,0,4,"0.0","0.0",0,"Freddie","0.0",276,FALSE,"Mutual termination of contract","2024-08-31T06:23:26.859072Z",45,"94926.jpg","0.0","Ladapo","0.7",FALSE,,"u",10,40,0,59882,0,187327,2986,"0.0","0.0","Ladapo",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",554,45,551,45,527,45,557,45,,"",,"",,"",0,0,0,0,0,0,357,63,501,41,560,47,230,39,0,0
100,100,106606,0,0,0,0,0,3,"0.3","-0.2",1,"Massimo","0.3",277,FALSE,"","2024-10-08T11:00:07.389122Z",45,"106606.jpg","1.4","Luongo","0.3",FALSE,,"a",10,40,7,65253,220,68003,1194,"0.1","1.6","Luongo",13,143,0,0,0,4,0,0,0,0,0,0,0,26,"25.0","4.3","0.0","3.0",2,"0.00","0.00","0.00","5.08",341,159,372,202,529,222,381,188,,"",,"",,"",0,0,0,0,3.2,2.52,359,228,322,153,309,146,303,99,1.26,0
100,100,74944,0,0,-1,1,0,3,"3.3","2.8",2,"Sam","3.3",278,FALSE,"","2024-10-26T20:00:07.464596Z",49,"74944.jpg","3.0","Morsy","0.2",FALSE,,"a",10,40,30,31232,696,33509,1062,"0.7","6.1","Morsy",63,893,1,1,1,18,0,0,0,4,0,0,5,164,"188.0","120.7","16.0","32.4",10,"0.22","0.68","0.90","20.56",96,33,113,84,289,158,150,85,,"",,"",,"",0.02,0,0.07,0.09,2.07,1.81,244,157,75,26,117,50,353,124,1.01,0.1
0,0,246265,0,0,0,0,0,2,"0.0","0.0",0,"Corrie","0.0",279,FALSE,"Permanent transfer to Kilmarnock","2024-08-01T06:52:12.954431Z",40,"246265.jpg","0.0","Ndaba","0.0",FALSE,,"u",10,40,0,0,0,561,10,"0.0","0.0","Ndaba",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",478,168,463,167,425,150,481,168,,"",,"",,"",0,0,0,0,0,0,619,180,395,142,482,164,656,219,0,0
,,434044,0,0,0,0,0,1,"0.0","-0.5",0,"Cieran","0.0",280,FALSE,"",,40,"434044.jpg","0.0","Slicker","0.7",FALSE,,"a",10,40,0,25085,233,40076,1537,"0.0","0.0","Slicker",243,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",481,49,467,32,429,23,484,49,,"",,"",,"",0,0,0,0,0,0,623,60,399,42,485,49,229,32,0,0
75,0,231899,0,0,-2,2,0,3,"0.0","0.0",0,"Jack","0.0",281,FALSE,"Hamstring injury - 75% chance of playing","2024-10-26T20:00:07.481403Z",48,"231899.jpg","0.7","Taylor","0.0",FALSE,,"d",10,40,4,1293,7,3139,71,"0.0","0.8","Taylor",104,128,0,0,0,2,0,0,0,2,0,0,0,11,"17.6","8.6","21.0","4.6",0,"0.31","0.10","0.41","2.63",362,172,350,195,265,147,363,180,,"",,"",,"",0.22,0,0.07,0.29,1.85,1.41,313,208,592,252,436,219,588,250,0,0
100,0,180804,0,0,0,0,0,2,"0.3","0.0",1,"Axel","0.3",282,FALSE,"","2024-10-05T09:30:06.049879Z",40,"180804.jpg","1.7","Tuanzebe","2.3",FALSE,,"a",10,40,12,358790,3104,247374,6594,"0.1","3.0","Tuanzebe",50,602,0,0,1,11,0,0,0,2,0,0,0,47,"108.4","43.9","19.0","17.1",7,"0.18","0.04","0.22","13.04",202,81,240,68,272,83,255,85,,"",,"",,"",0.03,0,0.01,0.04,1.95,1.64,601,167,311,99,266,87,123,46,1.05,0.15
,,108813,0,0,-1,1,0,1,"0.0","-0.5",0,"Christian","0.0",283,FALSE,"",,44,"108813.jpg","2.0","Walton","0.2",FALSE,,"a",10,40,2,7993,70,15232,319,"0.0","0.5","Walton",241,90,0,0,0,2,0,0,0,0,0,3,0,9,"28.2","0.0","0.0","2.8",1,"0.00","0.00","0.00","2.65",339,28,528,56,503,49,386,28,,"",,"",,"",0,3,0,0,2.65,2,485,23,477,67,223,27,387,57,1,0
,,220583,0,0,0,0,0,2,"0.3","-0.2",0,"Luke","0.3",284,FALSE,"",,40,"220583.jpg","0.8","Woolfenden","1.7",FALSE,,"a",10,40,4,116722,446,88964,3400,"0.1","1.0","Woolfenden",241,377,0,0,0,10,0,0,0,1,0,0,0,23,"72.2","2.8","6.0","8.2",4,"0.03","0.01","0.04","9.44",256,94,384,132,335,111,323,106,,"",,"",,"",0.01,0,0,0.01,2.25,2.39,613,176,312,100,423,140,153,55,0.95,0
100,0,155405,0,0,-1,1,0,3,"0.3","0.0",0,"Kalvin","0.3",359,FALSE,"","2024-11-02T18:30:07.799850Z",49,"155405.jpg","1.6","Phillips","0.1",FALSE,,"a",10,40,11,4462,101,10153,191,"0.1","2.2","Phillips",241,536,0,0,1,14,0,0,0,1,1,0,0,69,"68.4","55.7","25.0","14.7",7,"0.31","0.22","0.53","12.49",265,118,211,132,251,142,275,134,2,"",2,"",,"",0.05,0,0.04,0.09,2.1,2.35,254,162,340,163,290,133,492,186,1.18,0.17
100,100,232917,0,0,-1,1,0,1,"2.3","1.8",3,"Arijanet","2.3",568,FALSE,"","2024-08-17T20:30:06.519689Z",44,"232917.jpg","2.9","Muric","1.1",FALSE,,"a",10,40,29,144963,1433,81456,2996,"0.5","6.6","Muric",286,900,0,0,1,20,0,0,0,1,0,43,3,101,"311.2","0.0","0.0","31.1",10,"0.00","0.00","0.00","22.27",13,4,538,60,513,52,156,4,,"",,"",,"",0,4.3,0,0,2.23,2,511,27,134,14,128,19,195,27,1,0.1
,,108053,0,0,0,0,0,2,"0.3","-0.2",0,"Conor","0.3",583,FALSE,"",,40,"108053.jpg","1.0","Townsend","0.4",FALSE,,"a",10,40,1,21101,385,24624,802,"0.1","0.2","Townsend",241,1,0,0,0,1,0,0,0,0,0,0,0,2,"4.0","10.0","0.0","1.4",0,"0.00","0.00","0.00","0.23",419,145,343,110,402,137,419,142,,"",,"",,"",0,0,0,0,20.7,90,591,162,310,98,348,117,276,104,0,0
,,172453,0,0,-2,2,0,3,"6.3","5.8",9,"Sam","6.3",611,FALSE,"",,58,"172453.jpg","3.1","Szmodics","0.3",FALSE,,"a",10,40,34,73818,6927,62691,1519,"1.1","5.9","Szmodics",104,537,3,0,1,9,0,0,0,1,0,0,2,98,"136.2","50.1","150.0","33.3",7,"2.47","0.13","2.60","13.76",165,62,224,138,70,43,140,81,,"",,"",,"",0.41,0,0.02,0.43,2.31,1.51,90,56,13,7,114,49,304,100,1.17,0.17
100,100,454667,0,0,0,0,0,3,"1.3","0.8",2,"Jens","1.3",619,FALSE,"","2024-10-04T00:00:05.976169Z",45,"454667.jpg","1.4","Cajuste","0.1",FALSE,,"a",10,40,7,9968,629,6337,234,"0.3","1.6","Cajuste",206,269,0,0,0,6,0,0,0,1,0,0,0,31,"24.4","33.0","5.0","6.3",3,"0.02","0.14","0.16","8.86",342,160,263,155,344,188,341,168,,"",,"",,"",0.01,0,0.05,0.06,2.96,2.01,400,242,204,92,310,147,506,194,1,0
100,100,216616,0,0,0,0,0,2,"1.3","0.8",2,"Dara","1.3",630,FALSE,"","2024-10-18T17:30:07.558521Z",40,"216616.jpg","1.8","O'Shea","0.9",FALSE,,"a",10,40,14,131046,9418,47255,3304,"0.3","3.5","O'Shea",104,692,0,0,1,15,0,0,0,1,0,0,1,62,"205.6","4.5","76.0","28.7",8,"0.58","0.05","0.63","17.41",74,23,370,123,144,25,180,49,,"",,"",,"",0.08,0,0.01,0.09,2.26,1.95,611,174,198,60,250,78,213,80,1.04,0.13
,,443261,0,0,0,0,0,3,"1.0","0.5",1,"Jack","1.0",631,FALSE,"",,55,"443261.jpg","1.6","Clarke","0.0",FALSE,,"a",10,40,14,5854,115,4309,251,"0.2","2.5","J.Clarke",241,353,0,1,0,10,0,0,0,1,0,0,0,53,"55.8","65.2","46.0","16.5",3,"0.55","0.37","0.92","8.94",287,132,187,117,205,120,260,127,,"",,"",,"",0.14,0,0.09,0.23,2.28,2.55,120,74,264,125,297,140,533,211,0.76,0
0,0,229164,0,0,-1,1,0,3,"0.0","0.0",0,"Chiedozie","0.3",632,FALSE,"Achilles injury - Expected back 01 Jun","2024-10-26T20:00:08.138345Z",49,"229164.jpg","1.4","Ogbene","0.0",FALSE,,"i",10,40,7,2082,22,1908,82,"0.1","1.4","Ogbene",104,237,0,0,0,3,0,0,0,0,0,0,0,29,"22.8","30.2","12.0","6.4",3,"0.00","0.05","0.05","2.36",345,163,270,160,302,166,339,166,,"",,"",,"",0,0,0.02,0.02,0.9,1.14,269,176,341,164,312,149,635,281,1.14,0
0,,536916,-1,1,0,0,1,3,"0.0","1.3",1,"Facundo","1.3",117,FALSE,"Suspended until 30 Nov","2024-11-10T23:00:07.412875Z",50,"536916.jpg","3.8","Buonanotte","2.1",FALSE,,"s",11,13,38,386638,1475,182182,49231,"0.3","7.6","Buonanotte",10,729,3,2,1,14,0,0,0,5,0,0,3,167,"249.0","270.8","186.0","70.6",8,"2.38","1.32","3.70","13.69",44,14,24,20,46,29,26,20,3,"",,"",,"",0.29,0,0.16,0.45,1.69,1.73,238,153,219,101,60,24,134,43,0.99,0.12
50,,80146,0,0,-3,3,0,3,"1.2","3.0",2,"Jordan","3.0",192,FALSE,"Knee injury - 50% chance of playing","2024-11-21T10:30:08.369234Z",52,"80146.jpg","2.2","Ayew","0.2",FALSE,,"d",11,13,24,16076,814,39355,1043,"0.6","4.6","J.Ayew",81,512,2,0,1,11,0,0,0,4,0,0,1,86,"99.8","77.7","153.0","32.9",5,"1.68","0.22","1.90","9.48",215,88,161,105,68,41,143,82,,"",2,"",,"",0.3,0,0.04,0.34,1.67,1.93,161,96,96,38,204,88,346,120,0.88,0.18
100,100,199670,0,0,-3,3,0,4,"-0.2","0.3",1,"Odsonne","0.3",198,FALSE,"","2024-09-05T11:30:06.462155Z",52,"199670.jpg","1.2","Edouard","0.3",FALSE,,"a",11,13,7,31614,653,82901,1198,"0.1","1.3","Edouard",73,141,0,0,0,3,0,0,0,0,0,0,0,14,"5.0","25.0","50.0","8.0",1,"0.39","0.07","0.46","3.72",414,40,283,32,198,35,324,35,,"",,"",,"",0.25,0,0.04,0.29,2.37,1.91,168,43,348,40,333,35,328,53,0.64,0
,,225902,0,0,-1,1,0,3,"0.5","1.0",2,"Boubakary","1.0",285,FALSE,"",,44,"225902.jpg","0.8","Soumaré","0.3",FALSE,,"a",11,13,4,33811,4319,25235,1808,"0.2","0.9","B.Soumaré",73,138,0,0,0,3,0,0,0,2,0,0,0,20,"22.2","19.8","4.0","4.6",1,"0.05","0.27","0.32","1.64",349,166,301,173,351,192,362,179,,"",,"",,"",0.03,0,0.18,0.21,1.07,1.96,506,298,242,113,425,213,313,104,0.65,0
0,0,461416,0,0,0,0,0,4,"0.0","0.0",0,"Tom","0.0",286,FALSE,"Loaned to Stoke City","2024-08-31T06:20:48.397195Z",45,"461416.jpg","0.0","Cannon","0.5",FALSE,,"u",11,13,0,49177,0,135727,2005,"0.0","0.0","Cannon",,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",575,48,573,48,552,48,578,48,,"",,"",,"",0,0,0,0,0,0,404,67,523,45,581,50,261,44,0,0
100,75,197469,0,0,-1,1,0,3,"-0.5","0.0",0,"Hamza","0.0",287,FALSE,"","2024-10-04T00:00:05.751780Z",44,"197469.jpg","1.0","Choudhury","0.4",FALSE,,"a",11,13,1,65264,795,58725,1530,"0.0","0.2","Choudhury",241,14,0,0,0,1,0,0,0,0,0,0,0,4,"3.0","0.0","0.0","0.3",0,"0.00","0.00","0.00","1.03",430,212,531,225,505,213,440,218,,"",,"",,"",0,0,0,0,6.62,6.43,493,296,481,176,363,169,283,91,0,0
100,100,94147,0,0,0,0,0,2,"-0.5","0.0",0,"Conor","0.0",288,FALSE,"","2024-08-12T14:30:04.626270Z",40,"94147.jpg","0.0","Coady","0.3",FALSE,,"a",11,13,0,23621,604,22229,902,"0.0","0.0","Coady",241,7,0,0,0,1,0,0,0,1,0,0,0,-6,"2.0","0.0","0.0","0.2",0,"0.00","0.00","0.00","0.99",435,148,440,155,400,136,444,151,,"",,"",,"",0,0,0,0,12.73,12.86,589,161,372,130,461,154,315,116,0,0
100,75,245419,0,0,-2,2,0,4,"-0.5","0.0",0,"Patson","0.0",289,FALSE,"","2024-08-12T14:30:04.636525Z",48,"245419.jpg","0.0","Daka","0.1",FALSE,,"a",11,13,0,13111,667,33239,584,"0.0","0.0","Daka",238,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",630,56,627,56,615,56,631,56,,"",,"",2,"",0,0,0,0,0,0,315,59,593,54,633,58,430,59,0,0
75,50,96994,0,0,-3,3,0,3,"-0.4","0.0",0,"Bobby","0.0",290,FALSE,"Gashed Leg - 75% chance of playing","2024-11-08T16:00:07.429188Z",52,"96994.jpg","1.3","De Cordova-Reid","0.1",FALSE,,"d",11,13,8,2705,16,12849,351,"0.0","1.5","De Cordova-Reid",107,159,0,0,0,4,0,0,0,0,0,0,0,21,"9.4","14.9","19.0","4.3",2,"0.10","0.06","0.16","4.05",394,192,318,183,277,154,367,182,,"",,"",,"",0.06,0,0.03,0.09,2.29,2.26,163,98,638,283,324,158,495,188,1.13,0
,,218218,0,0,2,-2,0,2,"0.8","1.3",1,"Wout","1.3",291,FALSE,"",,42,"218218.jpg","2.1","Faes","12.2",FALSE,,"a",11,13,23,1252657,8512,688229,37203,"0.3","5.5","Faes",21,990,1,0,1,21,0,0,0,1,0,0,0,94,"288.8","22.0","71.0","38.2",11,"0.94","0.16","1.10","20.55",22,5,294,92,154,30,110,24,,"",,"",,"",0.09,0,0.01,0.1,1.87,1.91,575,155,199,61,208,67,33,13,1,0.09
,,549640,0,0,-1,1,0,3,"-0.5","0.0",0,"Michael","0.0",292,FALSE,"",,44,"549640.jpg","0.0","Golding","0.3",FALSE,,"a",11,13,0,40729,1265,21419,2016,"0.0","0.0","Golding",241,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,"0.00","0.00","0.00","0.00",550,226,547,231,523,220,553,229,,"",,"",,"",0,0,0,0,0,0,527,306,496,183,556,232,321,108,0,0
,,467189,0,0,0,0,0,1,"0.8","1.3",1,"Mads","1.3",293,FALSE,"",,45,"467189.jpg","2.5","Hermansen","0.9",FALSE,,"a",11,13,28,101269,1197,67836,3817,"0.3","6.2","Hermansen",58,990,0,0,1,21,0,0,0,0,0,43,0,120,"356.2","0.2","0.0","35.8",11,"0.00","0.00","0.00","20.55",6,2,420,7,558,58,124,2,,"",,"",,"",0,3.91,0,0,1.87,1.91,410,17,205,19,168,24,216,29,1,0.09
